annee_numero_de_tirage;jour_de_tirage;date_de_tirage;numéro_de_tirage_dans_le_cycle;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_Euro_Millions_en_france;nombre_de_gagnant_au_rang1_Euro_Millions_en_europe;rapport_du_rang1_Euro_Millions;nombre_de_gagnant_au_rang2_Euro_Millions_en_france;nombre_de_gagnant_au_rang2_Euro_Millions_en_europe;rapport_du_rang2_Euro_Millions;nombre_de_gagnant_au_rang3_Euro_Millions_en_france;nombre_de_gagnant_au_rang3_Euro_Millions_en_europe;rapport_du_rang3_Euro_Millions;nombre_de_gagnant_au_rang4_Euro_Millions_en_france;nombre_de_gagnant_au_rang4_Euro_Millions_en_europe;rapport_du_rang4_Euro_Millions;nombre_de_gagnant_au_rang5_Euro_Millions_en_france;nombre_de_gagnant_au_rang5_Euro_Millions_en_europe;rapport_du_rang5_Euro_Millions;nombre_de_gagnant_au_rang6_Euro_Millions_en_france;nombre_de_gagnant_au_rang6_Euro_Millions_en_europe;rapport_du_rang6_Euro_Millions;nombre_de_gagnant_au_rang7_Euro_Millions_en_france;nombre_de_gagnant_au_rang7_Euro_Millions_en_europe;rapport_du_rang7_Euro_Millions;nombre_de_gagnant_au_rang8_Euro_Millions_en_france;nombre_de_gagnant_au_rang8_Euro_Millions_en_europe;rapport_du_rang8_Euro_Millions;nombre_de_gagnant_au_rang9_Euro_Millions_en_france;nombre_de_gagnant_au_rang9_Euro_Millions_en_europe;rapport_du_rang9_Euro_Millions;nombre_de_gagnant_au_rang10_Euro_Millions_en_france;nombre_de_gagnant_au_rang10_Euro_Millions_en_europe;rapport_du_rang10_Euro_Millions;nombre_de_gagnant_au_rang11_Euro_Millions_en_france;nombre_de_gagnant_au_rang11_Euro_Millions_en_europe;rapport_du_rang11_Euro_Millions;nombre_de_gagnant_au_rang12_Euro_Millions_en_france;nombre_de_gagnant_au_rang12_Euro_Millions_en_europe;rapport_du_rang12_Euro_Millions;nombre_de_gagnant_au_rang13_Euro_Millions_en_france;nombre_de_gagnant_au_rang13_Euro_Millions_en_europe;rapport_du_rang13_Euro_Millions;nombre_de_gagnant_au_rang1_Etoile+;rapport_du_rang1_Etoile+;nombre_de_gagnant_au_rang2_Etoile+;rapport_du_rang2_Etoile+;nombre_de_gagnant_au_rang3_Etoile+;rapport_du_rang3_Etoile+;nombre_de_gagnant_au_rang4_Etoile+;rapport_du_rang4_Etoile+;nombre_de_gagnant_au_rang5_Etoile+;rapport_du_rang5_Etoile+;nombre_de_gagnant_au_rang6_Etoile+;rapport_du_rang6_Etoile+;nombre_de_gagnant_au_rang7_Etoile+;rapport_du_rang7_Etoile+;nombre_de_gagnant_au_rang8_Etoile+;rapport_du_rang8_Etoile+;nombre_de_gagnant_au_rang9_Etoile+;rapport_du_rang9_Etoile+;nombre_de_gagnant_au_rang10_Etoile+;rapport_du_rang10_Etoile+;numero_My_Million;numero_Tirage_Exceptionnel_Euro_Million;
22077;MARDI;27/09/2022;1;26/12/2022;34;4;44;20;21;3;1;-4-20-21-34-44-;-1-3-;0;0;0;0;4;128443,80;0;3;40025,90;7;28;1335,70;84;493;139,70;218;1039;70,10;236;1145;44,60;3394;16185;15,80;4841;23499;12,10;11199;54838;9,60;19405;90109;7,10;77307;357150;5,60;171076;796179;4,10;0;0;4;484,20;32;33,60;86;11,90;1532;1,70;2205;3,20;8577;3,80;14526;10,60;34857;2,50;318114;2,40;TC 019 1387;;
22076;VENDREDI;23/09/2022;6;22/12/2022;22;35;48;15;14;8;3;-14-15-22-35-48-;-3-8-;0;1;193007524,00;1;8;144591,60;3;7;38621,00;12;78;1079,50;242;1223;126,80;655;3125;52,40;544;2570;44,80;9921;46012;12,50;12232;55468;11,50;25415;116597;10,20;55727;251145;5,70;187224;826670;5,50;390148;1738164;4,20;1;2387,90;5;318,30;92;25,40;252;9,30;4088;1,40;5122;3,00;22939;3,20;38907;8,80;78557;2,40;729345;2,30;HI 522 2752;;
22075;MARDI;20/09/2022;5;19/12/2022;21;11;32;48;23;12;3;-11-21-23-32-48-;-3-12-;0;0;0;1;7;122581,80;1;11;18231,40;6;41;1523,50;211;999;115,10;333;1771;68,60;500;2396;35,60;5297;25261;16,90;9278;43062;11,00;22136;103568;8,50;28087;130620;8,20;131738;605372;5,50;322377;1453014;3,70;1;1752,60;0;0;81;38,90;143;11,70;2394;1,80;3985;2,80;12592;4,30;21198;11,80;56371;2,50;483054;2,50;PM 917 4088;;
22074;VENDREDI;16/09/2022;4;15/12/2022;49;10;45;36;27;3;4;-10-27-36-45-49-;-3-4-;0;0;0;2;6;178373,60;1;7;35733,30;7;38;2050,20;266;1121;128,00;417;2009;75,50;525;2347;45,40;6748;31691;16,80;10918;50031;11,80;22315;105337;10,50;38047;177657;7,50;162896;733690;5,70;339750;1541747;4,40;0;0;1;3893,30;110;19,30;178;12,00;2816;1,80;4687;3,00;16018;4,10;27511;11,30;69160;2,50;682570;2,20;FD 829 8683;;
22073;MARDI;13/09/2022;3;12/12/2022;40;9;12;15;47;1;11;-9-12-15-40-47-;-1-11-;0;0;0;0;2;415209,70;3;9;21564,70;7;31;1950,00;163;725;153,50;335;1694;69,40;444;1813;45,60;5001;23218;17,80;7886;35047;13,10;21433;91240;9,40;27462;126596;8,20;121033;529536;6,10;323683;1375378;3,80;0;0;4;624,50;78;21,90;163;10,40;2221;1,90;3386;3,30;12386;4,30;20633;12,10;52197;2,70;450279;2,70;DP 921 0829;;
22072;VENDREDI;09/09/2022;2;08/12/2022;26;17;23;24;27;4;9;-17-23-24-26-27-;-4-9-;0;0;0;1;7;164877,80;3;11;24522,00;22;71;1183,30;427;1547;100,00;985;3846;42,50;879;3427;33,50;14080;57158;10,00;17574;65480;9,70;40954;147134;8,10;70526;282824;5,10;240334;935906;4,80;532970;2053887;3,50;1;2722,70;7;311,10;189;14,30;415;6,40;5918;1,10;7334;2,40;29349;2,80;42235;9,20;100812;2,10;745650;2,60;VD 907 1255;;
22071;MARDI;06/09/2022;1;05/12/2022;10;44;7;29;22;4;5;-7-10-22-29-44-;-4-5-;0;0;0;2;8;66901,20;3;8;15635,90;12;38;1025,30;218;916;78,30;345;1529;49,60;520;1868;28,50;4505;20167;13,20;9264;36811;8,00;18721;73191;7,50;21409;98756;6,70;107193;465267;4,50;222101;933795;3,60;1;1143,30;6;152,40;97;11,70;138;8,10;1929;1,40;4009;1,80;9479;3,70;14467;11,40;46940;1,90;323055;2,50;KB 963 1015;;
22070;VENDREDI;02/09/2022;10;01/12/2022;7;45;12;20;13;3;12;-7-12-13-20-45-;-3-12-;0;1;128491607,00;1;5;193666,80;3;17;13312,60;7;40;1762,20;301;1227;105,80;474;2083;65,90;736;2875;33,50;6434;29649;16,20;13322;55173;9,70;31916;129049;7,70;31445;150508;8,00;172867;747913;5,10;418831;1778737;3,40;0;0;4;859,40;125;15,10;203;9,20;2986;1,50;5782;2,10;14618;4,00;21112;13,00;74488;2,00;493086;2,70;VE 788 1169;;
22069;MARDI;30/08/2022;9;28/11/2022;6;10;4;15;19;1;4;-4-6-10-15-19-;-1-4-;0;0;0;3;6;117055,20;6;18;9119,20;16;44;1161,90;447;1507;62,40;568;2278;43,70;781;2787;25,10;6842;28293;12,30;12643;48513;8,00;26028;102550;7,00;29252;128023;6,80;137790;574500;4,80;301262;1287400;3,40;1;1419,20;6;189,20;183;7,50;232;6,00;2817;1,20;5171;1,80;12016;3,60;16996;12,00;57498;2,00;367543;2,70;RJ 754 0942;;
22068;VENDREDI;26/08/2022;8;24/11/2022;22;23;44;25;38;12;11;-22-23-25-38-44-;-11-12-;0;0;0;1;6;143631,30;2;9;22379,30;4;36;1742,60;157;761;151,80;329;1559;78,30;496;2228;38,50;4303;22218;19,30;7363;36246;13,20;21948;103764;8,50;23069;117951;9,10;109787;526132;6,40;329167;1503262;3,60;1;1715,60;2;686,20;60;28,10;164;10,20;2001;2,10;3339;3,30;10731;4,90;17566;14,00;49451;2,80;420158;2,90;DV 256 7501;;
22067;MARDI;23/08/2022;7;21/11/2022;48;39;26;19;31;2;3;-19-26-31-39-48-;-2-3-;0;0;0;0;0;0;1;5;152669,50;5;22;2047,30;154;688;120,50;241;1150;76,20;276;1299;47,40;3716;18375;16,70;6016;29118;11,80;12157;59930;10,60;22272;106314;7,20;96562;444562;5,40;188411;893378;4,40;0;0;3;749,90;71;17,60;120;10,30;1670;1,80;2607;3,10;9653;4,00;18065;9,90;41757;2,40;407461;2,20;OY 818 0342;;
20222066;VENDREDI;18/08/2022;;19/10/2022;9;2;19;38;13;2;6;-2-9-13-19-38-;-2-6-;0;0;0;3;8;95084;4;11;16161,9;8;58;954,7;267;1092;93.4;756;2913;37;456;2104;36;9262;38526;9.8;11992;48895;8,6;22555;97525;8;41005;176398;5.4;147978;638876;4,6;292426;1328725;3,6;1;1471.3;4;294.2;121;12.1;346;4,2;3762;0,9;5084;1,9;16992;2,7;23194;9,2;63696;1,9;419753;1.9;GZ 976 4317;;
22065;MARDI;16/08/2022;5;14/11/2022;10;25;14;39;32;7;8;-10-14-25-32-39-;-7-8-;0;0;0;0;1;553832,80;2;8;16179,90;8;32;1259,90;148;688;107,90;252;1283;61,10;265;1353;40,70;3870;18294;15,00;6132;29745;10,30;11352;56424;10,10;21368;98087;7,00;92457;432022;5,00;168527;825623;4,20;0;0;4;497,80;75;14,70;91;12,10;1666;1,60;2655;2,70;9266;3,70;15620;10,20;40601;2,20;367805;2,10;UR 407 6925;;
22064;VENDREDI;12/08/2022;4;10/11/2022;14;42;35;17;34;10;6;-14-17-34-35-42-;-6-10-;0;0;0;0;1;734594,70;1;5;34337,30;7;33;1620,40;159;779;126,40;360;1605;64,80;386;1913;38,20;4620;22802;16,00;7142;33419;12,20;16262;80193;9,40;24239;119960;7,60;99359;471237;6,10;234712;1146192;4,00;0;0;3;881,60;62;23,30;157;9,20;2189;1,60;3246;2,90;11127;4,10;19710;10,70;44655;2,60;424562;2,40;OT 421 0975;;
22063;MARDI;09/08/2022;3;07/11/2022;47;18;21;19;27;11;5;-18-19-21-27-47-;-5-11-;0;0;0;1;1;548278,90;2;5;25628,30;2;22;1814,20;126;553;132,90;269;1356;57,30;257;1267;43,10;3899;19501;14,00;5993;28461;10,70;14566;64345;8,80;19448;99093;6,90;90261;419668;5,10;214506;943205;3,60;0;0;0;0;62;50,10;118;9,40;1742;1,60;2712;2,70;9054;3,90;14058;11,70;40138;2,30;310112;2,60;BE 416 8336;;
22062;VENDREDI;05/08/2022;2;03/11/2022;29;3;44;33;35;10;8;-3-29-33-35-44-;-8-10-;0;0;0;1;3;232396,30;0;5;32588,90;11;43;1180,30;117;594;157,30;294;1343;73,50;302;1444;48,00;4189;19596;17,70;6366;29962;12,90;15893;72826;9,90;23751;106863;8,10;94569;449494;6,10;229610;1086210;4,00;1;1445,20;6;192,70;65;22,20;147;9,60;1970;1,80;2867;3,30;11330;3,90;19339;10,70;43041;2,70;408538;2,50;QG 617 5022;;
22061;MARDI;02/08/2022;1;31/10/2022;28;48;18;40;7;11;8;-7-18-28-40-48-;-8-11-;0;0;0;1;4;128508,60;0;3;40046,10;2;28;1336,40;151;624;110,40;253;1233;59,10;339;1374;37,20;3342;16037;15,90;5905;27347;10,40;13342;58837;9,00;16890;82240;7,80;78375;358935;5,60;190180;834701;3,90;1;1100,10;2;440,00;61;18,00;123;8,80;1626;1,60;2640;2,70;8228;4,10;13351;11,90;36388;2,40;300660;2,60;EZ 401 9100;;
22060;VENDREDI;29/07/2022;3;27/10/2022;38;48;43;23;3;8;3;-3-23-38-43-48-;-3-8-;0;1;41717625,00;1;3;247760,30;2;9;19301,80;12;52;1040,50;205;886;112,40;504;2530;41,60;373;1674;44,20;6845;32761;11,30;8009;39072;10,50;15437;73325;10,40;38177;173838;5,30;116167;528289;5,50;229756;1053160;4,40;0;0;6;478,50;87;17,70;207;7,60;2867;1,30;3520;2,90;16091;3,00;26184;8,80;51731;2,50;490155;2,30;TZ 884 3683;;
22059;MARDI;26/07/2022;2;24/10/2022;3;5;17;27;25;9;1;-3-5-17-25-27-;-1-9-;0;0;0;0;5;109395,70;6;16;7989,80;10;43;926,00;254;1018;72,00;515;2020;38,30;583;2530;21,50;5557;24340;11,10;8896;38350;7,90;21608;90657;6,20;25123;108805;6,20;105623;466657;4,60;253288;1093742;3,10;0;0;5;420,20;116;9,90;214;5,40;2320;1,20;3881;1,90;10611;3,40;16025;10,50;46238;2,00;304593;2,70;RB 934 8551;;
22058;VENDREDI;22/07/2022;1;20/10/2022;32;29;50;18;16;11;4;-16-18-29-32-50-;-4-11-;0;0;0;0;0;0;1;9;112283,50;4;32;1863,40;150;779;141,00;296;1719;67,50;362;1847;44,10;4514;25769;15,80;6758;36344;12,50;16317;84710;10,00;24179;133912;7,60;100636;532663;6,00;246727;1262564;4,10;0;0;1;2838,80;72;21,60;130;12,00;2081;1,80;3131;3,30;11510;4,20;19327;11,70;45787;2,80;438660;2,50;CB 290 6960;;
22057;MARDI;19/07/2022;11;17/10/2022;41;6;27;40;23;2;12;-6-23-27-40-41-;-2-12-;0;1;230000000,00;3;5;4413400,80;3;10;30174,50;12;67;1402,70;310;1276;135,60;614;2639;69,30;644;3133;41,00;8822;37647;17,00;13375;58277;12,30;32455;142338;9,30;47021;199892;8,00;201806;857757;5,90;487454;2091175;3,90;1;2744,40;4;548,80;146;18,70;270;9,90;3789;1,70;5644;3,10;20444;4,10;34194;11,40;85332;2,60;751459;2,60;CB 011 6703;;
22056;VENDREDI;15/07/2022;10;13/10/2022;38;17;29;9;39;10;7;-9-17-29-38-39-;-7-10-;0;0;0;2;14;1884992,90;2;14;25775,50;33;107;1050,40;555;2251;91,90;1222;4163;52,50;1146;4949;31,00;14629;54892;14,00;21266;86203;9,90;44554;191410;8,30;74465;282715;6,80;280850;1140157;5,30;594492;2538124;3,80;1;3308,10;12;220,50;211;15,40;505;6,40;6110;1,30;8524;2,50;31310;3,20;50967;9,30;116097;2,30;981315;2,40;NY 259 7166;;
22055;MARDI;12/07/2022;9;10/10/2022;50;18;25;24;14;11;6;-14-18-24-25-50-;-6-11-;0;0;0;1;5;4569745,70;1;10;31243,40;10;47;2070,50;302;1314;136,40;745;2889;65,50;755;2986;44,50;10812;43803;15,20;14845;60640;12,20;34972;143449;9,60;60630;237936;7,00;225559;914593;5,70;537751;2152649;3,90;1;2985,70;2;1194,20;127;23,10;315;9,40;4748;1,50;6243;3,10;25794;3,50;41912;10,20;94392;2,50;826941;2,50;NL 693 1158;;
22054;VENDREDI;08/07/2022;8;06/10/2022;28;46;43;35;31;7;4;-28-31-35-43-46-;-4-7-;0;0;0;3;9;1453438,00;6;19;19952,40;17;90;1311,90;442;1566;138,80;1006;3945;58,20;861;3424;47,10;14612;59724;13,50;16818;69278;13,00;34655;149123;11,20;86337;345994;5,80;249636;1051572;6,00;509009;2217981;4,60;1;3461,50;9;307,60;171;19,70;413;8,10;5760;1,40;7045;3,20;34127;3,10;65330;7,60;104050;2,60;1128939;2,10;PK 211 8941;;
22053;MARDI;05/07/2022;7;03/10/2022;7;25;48;45;10;3;6;-7-10-25-45-48-;-3-6-;0;0;0;3;8;147139,80;3;6;45852,00;9;61;1404,70;320;1318;119,70;754;3044;54,80;692;2911;40,20;11830;46292;12,60;14442;59701;10,90;31836;129049;9,40;63346;247828;5,90;209827;873761;5,30;447540;1869390;4,00;1;2426,90;7;277,30;131;18,10;291;8,20;4795;1,20;5998;2,60;25695;2,90;42468;8,10;86230;2,20;719656;2,40;BA 534 6535;;
22052;VENDREDI;01/07/2022;;29/09/2022;46;6;34;24;18;12;3;-6-18-24-34-46-;-3-12-;0;0;0;0;4;318058,60;7;18;16519,00;11;80;1157,60;328;1386;123,00;582;2460;73,30;810;3286;38,50;8765;36778;17,20;14003;59403;11,80;33774;140590;9,30;44765;192169;8,20;202097;841034;5,90;486170;1998110;4,00;0;0;5;976,70;128;20,80;250;10,70;3870;1,70;5892;3,00;19415;4,30;33081;11,70;84663;2,60;768821;2,50;FI 641 7829;;
20222051;MARDI   ;28/06/2022;;28/08/2022;35;10;47;42;48;11;2;-10-35-42-47-48-;-2-11-;0;0;0;0;5;184886,3;1;6;36009,1;5;32;2102,9;184;816;151,9;374;1674;78,2;402;1737;53;6391;27324;16,8;7879;35380;14,5;18173;81596;11,7;37438;158205;7,3;124324;549223;6,6;292778;1272807;4,6;0;0;1;3401,3;70;26,9;162;11,6;2637;1,7;3338;3,7;15742;3,7;28046;9,8;52726;2,9;558162;2,4;NU 014 6678;;
20222050;VENDREDI;24/06/2022;;24/08/2022;50;44;17;10;28;12;8;-10-17-28-44-50-;-8-12-;0;0;0;1;2;540484,2;2;9;28071,1;12;55;1430,7;308;1264;114,6;539;2286;67;810;3134;34,3;7144;31353;17,1;13452;55816;10,7;32739;131618;8,4;37178;160498;8,4;178270;749465;5,6;453131;1841469;3,7;0;0;4;1020,6;131;17,3;216;10,5;3073;1,8;5570;2,7;16526;4,3;26269;12,6;74701;2,5;607971;2,7;PH 612 8966;;
20222049;MARDI   ;21/06/2022;;21/08/2022;23;36;39;6;47;10;8;-6-23-36-39-47-;-8-10-;0;0;0;0;3;283193,5;2;8;24820,1;9;38;1627,5;207;919;123,9;361;1721;69,9;473;2078;40,7;5678;24873;17;7964;37137;12,7;19173;86514;10,1;31922;135871;7,8;120550;538912;6,2;286708;1270534;4,2;0;0;1;3106,8;75;23;162;10,6;2388;1,8;3377;3,4;13530;4;23734;10,6;50108;2,8;501302;2,5;SZ 459 8109;;
20222048;VENDREDI;17/06/2022;;17/08/2022;21;22;38;19;31;7;11;-19-21-22-31-38-;-7-11-;0;0;0;0;1;1165998;4;17;16030,1;12;64;1326,2;333;1257;124,3;752;3032;54,5;621;2568;45,2;10492;42883;13,5;14964;59242;10,9;32503;128636;9,3;54301;222710;6,5;222215;872854;5,2;476312;1904166;3,8;0;0;2;2295,4;136;18,7;338;7,5;4426;1,4;6035;2,8;23009;3,4;36626;10,1;91677;2,2;756169;2,4;UU 153 5701;;
20222047;MARDI   ;14/06/2022;;14/08/2022;7;40;2;27;34;3;11;-2-7-27-34-40-;-3-11-;0;0;0;1;4;122154,3;3;8;14274,7;4;21;1693,8;96;499;131,3;235;1110;62,4;311;1176;41,3;3401;15940;15,2;4811;23068;11,7;11892;55124;9,1;17408;83711;7,3;72863;346130;5,5;174448;795376;3,9;0;0;1;1768,9;35;28;105;9,3;1560;1,5;2194;3;8050;3,8;13071;10,9;32717;2,4;279449;2,5;RC 341 4915;;
20222046;VENDREDI;10/06/2022;;10/08/2022;37;26;40;17;36;9;12;-17-26-36-37-40-;-9-12-;0;1;64382899;1;1;728597,5;1;4;42571,3;7;29;1828,9;121;646;151,2;221;1253;82,4;322;1776;40,8;3404;18083;20;5671;29222;13,8;13928;71030;10,6;18997;99015;9,2;86499;437591;6,5;224221;1088946;4,2;0;0;3;845,7;45;31,3;119;11,8;1601;2,2;2560;3,6;8941;4,9;15809;13;38633;3;402432;2,5;PM 456 8559;;
20222045;MARDI   ;07/06/2022;;07/08/2022;17;6;31;25;16;2;6;-6-16-17-25-31-;-2-6-;0;0;0;0;5;106815,1;2;12;10401,8;12;47;827,2;208;878;81,5;467;2118;35,7;343;1575;33,7;5716;25851;10,2;7051;32464;9,1;13754;64639;8,5;27836;124247;5,3;93527;431683;4,8;185313;884753;3,8;0;0;4;454,7;90;11,2;192;5,2;2360;1;2908;2,3;11551;2,7;17013;8,6;39534;2,1;297390;2,4;AR 511 7829;;
20222044;VENDREDI;03/06/2022;;03/08/2022;29;12;48;28;34;9;11;-12-28-29-34-48-;-9-11-;0;0;0;0;2;347955,6;1;3;54215,3;4;23;2202,6;107;563;165,7;263;1322;74,6;330;1452;47,7;4055;19667;17,6;6372;30360;12,7;15989;71744;10;21267;106808;8,1;98825;459619;5,9;246993;1086312;4;0;0;1;2476,7;40;34,3;128;10,7;1855;1,8;2853;3,2;9814;4,4;15841;12,6;43328;2,6;381813;2,6;IN 604 0060;;
20222043;MARDI   ;31/05/2022;;31/07/2022;42;13;10;49;3;3;9;-3-10-13-42-49-;-3-9-;0;0;0;2;4;128700,6;0;2;60158,9;19;52;720,6;147;690;100;437;2030;35,9;250;1179;43,4;6455;29855;8,5;6838;30324;9,4;12619;56635;9,4;28566;132089;4,8;92546;425458;4,7;179549;820737;3,9;1;991,3;6;132,1;69;14,3;181;5,4;2772;0,8;2982;2,2;12326;2,5;17255;8,3;40132;2;286017;2,5;TO 602 3361;;
20222042;VENDREDI;27/05/2022;;27/07/2022;15;34;28;48;23;3;5;-15-23-28-34-48-;-3-5-;0;0;0;1;4;160252,9;3;9;16646,1;7;41;1138,1;141;737;116,6;375;1955;46,4;293;1421;44,9;5924;29864;10,6;6581;33243;10,7;12845;63461;10,4;32792;159182;5;99879;490862;5,1;196838;945421;4,3;0;0;3;732,2;55;22,1;153;7,9;2288;1,3;2683;3;13217;2,9;22520;7,9;41970;2,3;384144;2,3;GV 654 9838;;
20222041;MARDI   ;24/05/2022;;24/07/2022;27;13;10;36;37;10;2;-10-13-27-36-37-;-2-10-;1;1;50656220;1;1;537399,7;0;3;41866,3;6;34;1150,6;108;541;133,2;282;1277;59,6;278;1316;40,6;4322;18138;14,7;5697;25446;11,7;13455;60944;9,1;22007;93118;7,2;86746;375666;5,6;201973;898612;3,8;1;1084,8;4;216,9;48;22,6;120;9;1929;1,4;2461;2,9;9767;3,4;14642;10,8;37545;2,3;300472;2,6;TG 800 0822;;
20222040;VENDREDI;20/05/2022;;20/07/2022;32;23;8;22;50;3;9;-8-22-23-32-50-;-3-9-;0;0;0;1;3;235008,1;0;6;27462,6;8;51;1006,3;136;749;126,2;418;2042;48,9;294;1549;45,3;6846;32205;10,9;7110;35345;11;15895;76630;9,5;38516;170398;5,1;113750;530839;5,2;247170;1128168;3,9;0;0;2;1284,2;57;25;168;8,4;2819;1,2;3002;3,1;15940;2,8;27057;7,6;48228;2,4;431666;2,4;SN 615 5728;;
20222039;MARDI   ;17/05/2022;;17/07/2022;49;28;30;5;48;5;11;-5-28-30-48-49-;-5-11-;0;0;0;1;2;257215,2;1;2;60115,4;1;19;1970,9;84;447;154,3;191;1070;68,1;207;924;55,4;3356;16535;15,4;4855;22610;12,6;10660;48320;11;17735;90264;7,1;75113;347142;5,8;171668;756950;4,3;1;1052,2;1;841,7;41;25,6;78;13,4;1522;1,7;2199;3,2;8083;4,1;13097;11,7;33579;2,5;290248;2,6;KE 358 1334;;
20222038;VENDREDI;13/05/2022;;13/07/2022;11;45;17;48;3;8;4;-3-11-17-45-48-;-4-8-;0;0;0;3;5;160032;2;8;23376,3;15;57;1021,9;217;766;140;657;2190;51,7;541;1846;43,1;9542;32898;12,1;11382;38410;11,5;25955;88536;9,3;50946;173927;5,7;168822;573450;5,5;386060;1298894;3,9;0;0;7;554;95;22,6;283;7,6;3946;1,3;4998;2,8;21686;3,1;34232;9,1;72952;2,4;620010;2,5;FY 242 0121;;
20222037;MARDI   ;10/05/2022;;10/07/2022;28;3;29;25;27;4;9;-3-25-27-28-29-;-4-9-;0;1;215840341;4;6;211426,5;2;11;26953;23;71;1300,6;419;1534;110,8;948;3546;50,7;908;3287;38,4;14514;56158;11,2;17173;65036;10,8;39227;144748;9;78810;305303;5,2;252573;946218;5,2;572525;2100825;3,8;3;979,2;10;235;181;16,2;391;7,5;5703;1,2;7125;2,7;31021;2,9;46502;9,2;103586;2,3;818102;2,6;OL 151 7591;;
20222036;VENDREDI;06/05/2022;;06/07/2022;3;24;8;18;40;11;3;-3-8-18-24-40-;-3-11-;0;0;0;1;5;265989,5;2;16;19426,9;14;89;1087,8;394;1691;105,4;867;3394;55,5;1035;3801;34,8;12426;46528;14,2;19296;73930;9,9;44914;165872;8,2;60944;234573;7,1;259432;989228;5,3;595321;2237066;3,7;0;0;4;1352,6;160;18,7;353;8,5;5217;1,4;7995;2,5;25746;3,6;40812;10,7;108150;2,2;839414;2,6;UZ 615 4334;;
20222035;MARDI   ;03/05/2022;;03/07/2022;26;48;47;8;20;8;3;-8-20-26-47-48-;-3-8-;0;0;0;3;4;238540,9;1;5;44600,7;16;47;1477,8;232;892;143,4;610;2459;55;428;1852;51,3;9465;38194;12,4;11128;43316;12,2;23085;90377;10,9;50611;208019;5,7;169634;664875;5,6;351079;1383542;4,3;2;1034,6;6;275,9;96;21,5;248;8,3;3799;1,3;4585;3;20344;3,2;33146;9,1;69144;2,4;632661;2,3;HZ 505 8065;;
20222034;VENDREDI;29/04/2022;;29/06/2022;37;36;10;20;11;7;3;-10-11-20-36-37-;-3-7-;0;0;0;1;1;1222554,5;1;9;31747,9;22;75;1186,6;262;1100;149;1059;4020;43,1;525;2513;48,4;18124;68076;8,9;14725;57714;11,7;29169;119581;10,5;99566;374753;4;233357;900439;5,3;456474;1835388;4,2;0;0;7;684,7;127;20,9;429;6,2;7082;0,9;6102;2,9;38268;2,1;58884;6,6;95776;2,2;829597;2,3;NO 190 7720;;
20222033;MARDI   ;26/04/2022;;26/06/2022;25;4;28;34;45;11;8;-4-25-28-34-45-;-8-11-;0;0;0;0;3;280770,6;2;5;39372,4;5;36;1703,2;170;797;141,7;395;1693;70,5;442;1753;47,8;5843;25263;16,6;8746;36848;12,6;20379;84377;10,3;31760;136157;7,7;133408;560118;5,9;320243;1301549;4,1;0;0;2;1597,9;76;23,3;194;9,1;2480;1,7;3601;3,3;13307;4,2;22023;11,7;55470;2,6;500133;2,5;RB 806 6218;;
20222032;VENDREDI;22/04/2022;;22/06/2022;11;6;35;36;21;9;1;-6-11-21-35-36-;-1-9-;0;0;0;1;5;195342;0;9;25363,6;16;56;1269,6;194;992;132;570;2289;60,4;464;2257;43,1;8388;34473;14,1;10462;45706;11,8;24068;105901;9,5;45119;184360;6,6;158116;674804;5,7;366273;1559220;3,9;0;0;8;444,6;89;22,2;231;8,5;3317;1,4;4339;3;17267;3,6;28613;10;64513;2,5;557133;2,5;BP 152 3003;;
20222031;MARDI   ;19/04/2022;;19/06/2022;28;46;2;17;12;10;6;-2-12-17-28-46-;-6-10-;0;0;0;0;2;324441;2;5;30330,8;5;45;1049,7;204;770;113;399;1615;56,9;496;1906;33,9;5293;21749;14,8;8615;33018;10,9;21210;83185;8;26231;110648;7,3;114537;455485;5,6;278743;1142793;3,6;0;0;4;580,9;80;16,1;167;7,7;2218;1,4;3505;2,4;10743;3,7;17149;10,9;46933;2,2;356474;2,6;OX 396 6026;;
20222030;VENDREDI;15/04/2022;;15/06/2022;32;48;6;24;30;6;5;-6-24-30-32-48-;-5-6-;0;0;0;0;1;781552,4;2;8;22832,7;9;45;1264,3;215;928;112,9;375;1908;58;402;1754;44,3;5426;26410;14,7;8643;39470;11;16743;77433;10,4;29311;140945;6,9;126797;572191;5,3;244079;1122181;4,4;0;0;4;682;73;20,7;167;9;2290;1,6;3586;2,8;12058;3,9;19556;11,3;51977;2,4;480069;2,2;IL 682 7870;;
20222029;MARDI   ;12/04/2022;;12/06/2022;30;47;35;31;21;10;2;-21-30-31-35-47-;-2-10-;0;0;0;0;1;596185,7;1;4;34834,6;5;19;2284,2;71;470;170,1;221;1116;75,7;206;1075;55,2;3532;17129;17,3;4277;23046;14,3;10673;55100;11,1;20771;96434;7,7;73209;364947;6,4;174803;873641;4,3;0;0;2;995,7;27;40,9;102;10,8;1527;1,8;1850;4;8817;3,9;16308;9,9;31256;2,9;331597;2,4;QA 116 8543;;
